State_FIPS_Code,County_FIPS_Code,County_Name,State_Name,State_Abbr,Lat,Long,Population_Size,Population_Density,PopInPoverty,PercentPopInPoverty,White_Pop,PercentWhitePop,Black_Pop,PercentBlackPop,Native_American_Pop,PercentNative_AmericanPop,AsianPop,PercentAsianPop,HispanicPop,PercentHispanicPop,ObesityPop,PercentObesityPop
13,221,Oglethorpe,Georgia,GA,33.9565,-82.9385,13609,31,1687.516,0.124,10928.027,0.803,2558.492,0.188,13.609,0.001,27.218,0.002,367.443,0.027,NA,NA
13,223,Paulding,Georgia,GA,33.9836,-84.771,112411,359,7643.948,0.068,95324.528,0.848,14501.019,0.129,337.233,0.003,786.877,0.007,4046.796,0.036,25966.941,0.231
13,225,Peach,Georgia,GA,32.6475,-83.754,24794,164,4661.272,0.188,13760.67,0.555,10760.596,0.434,74.382,0.003,99.176,0.004,1190.112,0.048,NA,NA
13,227,Pickens,Georgia,GA,34.5279,-84.3708,20178,23,3894.354,0.193,11541.816,0.572,8555.472,0.424,20.178,0.001,20.178,0.001,161.424,0.008,4519.872,0.224
13,229,Pierce,Georgia,GA,31.4641,-82.1132,17119,50,2824.635,0.165,15081.839,0.881,1831.733,0.107,51.357,0.003,68.476,0.004,479.332,0.028,NA,NA
13,231,Pike,Georgia,GA,33.1782,-84.3083,29639,44,6016.717,0.203,17842.678,0.602,10907.152,0.368,177.834,0.006,296.39,0.01,474.224,0.016,NA,NA
13,233,Polk,Georgia,GA,34.0459,-85.0433,20176,23,3853.616,0.191,19469.84,0.965,60.528,0.003,302.64,0.015,60.528,0.003,766.688,0.038,3611.504,0.179
13,235,Pulaski,Georgia,GA,32.2964,-83.4491,366463,475,55335.913,0.151,229039.375,0.625,124597.42,0.34,1465.852,0.004,5863.408,0.016,11360.353,0.031,101510.251,0.277
13,237,Putnam,Georgia,GA,33.3258,-83.3886,73568,102,13757.216,0.187,59369.376,0.807,12800.832,0.174,367.84,0.005,514.976,0.007,5444.032,0.074,NA,NA
13,239,Quitman,Georgia,GA,31.8846,-84.9463,2467,16,493.4,0.2,1346.982,0.546,1112.617,0.451,2.467,0.001,0,0,32.071,0.013,NA,NA
13,241,Rabun,Georgia,GA,34.9904,-83.1929,16087,43,1946.527,0.121,15636.564,0.972,209.131,0.013,64.348,0.004,80.435,0.005,1142.177,0.071,3185.226,0.198
13,243,Randolph,Georgia,GA,31.8818,-84.6159,22717,39,3566.569,0.157,17446.656,0.768,5020.457,0.221,68.151,0.003,90.868,0.004,295.321,0.013,NA,NA
13,245,Richmond,Georgia,GA,33.3726,-81.9507,195769,604,36413.034,0.186,85551.053,0.437,103170.263,0.527,587.307,0.003,3328.073,0.017,5089.994,0.026,54228.013,0.277
13,247,Rockdale,Georgia,GA,33.7046,-83.9967,78545,601,8561.405,0.109,48854.99,0.622,27019.48,0.344,235.635,0.003,1649.445,0.021,6676.325,0.085,17986.805,0.229
13,249,Schley,Georgia,GA,32.238,-84.3089,4122,25,634.788,0.154,3000.816,0.728,1096.452,0.266,0,0,12.366,0.003,94.806,0.023,NA,NA
13,251,Screven,Georgia,GA,32.9338,-81.5063,15430,24,2854.55,0.185,8455.64,0.548,6850.92,0.444,46.29,0.003,77.15,0.005,185.16,0.012,NA,NA
13,253,Seminole,Georgia,GA,31.0404,-84.778,401619,1303,36547.329,0.091,336958.341,0.839,43776.471,0.109,1606.476,0.004,13253.427,0.033,54620.184,0.136,NA,NA
13,255,Spalding,Georgia,GA,33.342,-84.2123,61289,310,9990.107,0.163,40328.162,0.658,19857.636,0.324,122.578,0.002,551.601,0.009,1409.647,0.023,NA,NA
13,257,Stephens,Georgia,GA,34.5807,-83.1967,25060,140,3909.36,0.156,21601.72,0.862,3007.2,0.12,75.18,0.003,200.48,0.008,375.9,0.015,6741.14,0.269
13,259,Stewart,Georgia,GA,32.1752,-84.6625,4882,11,1034.984,0.212,1845.396,0.378,3007.312,0.616,9.764,0.002,14.646,0.003,82.994,0.017,NA,NA
13,261,Sumter,Georgia,GA,32.1965,-84.0636,13819,15,3648.216,0.264,3440.931,0.249,10322.793,0.747,13.819,0.001,13.819,0.001,193.466,0.014,3537.664,0.256
13,263,Talbot,Georgia,GA,32.7877,-84.4573,6709,17,1214.329,0.181,2858.034,0.426,3804.003,0.567,6.709,0.001,20.127,0.003,114.053,0.017,NA,NA
13,265,Taliaferro,Georgia,GA,33.5601,-82.7949,1826,9,390.764,0.214,704.836,0.386,1117.512,0.612,0,0,0,0,18.26,0.01,NA,NA
13,267,Tattnall,Georgia,GA,32.2806,-81.9305,23211,48,5059.998,0.218,16062.012,0.692,6870.456,0.296,69.633,0.003,116.055,0.005,2738.898,0.118,6313.392,0.272
13,269,Taylor,Georgia,GA,32.7132,-84.0943,19622,19,3276.874,0.167,15422.892,0.786,3728.18,0.19,176.598,0.009,98.11,0.005,372.818,0.019,NA,NA
13,271,Telfair,Georgia,GA,32.0738,-82.6828,13205,30,3050.355,0.231,7579.67,0.574,5559.305,0.421,0,0,39.615,0.003,422.56,0.032,3446.505,0.261
13,273,Terrell,Georgia,GA,31.8944,-84.3478,10711,32,2431.397,0.227,4070.18,0.38,6555.132,0.612,21.422,0.002,64.266,0.006,160.665,0.015,NA,NA
13,275,Thomas,Georgia,GA,31.0713,-83.7391,44692,82,7552.948,0.169,26993.968,0.604,17072.344,0.382,89.384,0.002,223.46,0.005,804.456,0.018,12469.068,0.279
13,277,Tift,Georgia,GA,31.5496,-83.391,40793,154,7383.533,0.181,28636.686,0.702,11340.454,0.278,81.586,0.002,571.102,0.014,4120.093,0.101,12360.279,0.303
13,279,Toombs,Georgia,GA,32.3063,-82.2196,27274,74,5754.814,0.211,20128.212,0.738,6845.774,0.251,54.548,0.002,163.644,0.006,3000.14,0.11,6763.952,0.248
13,281,Towns,Georgia,GA,34.9789,-83.554,10315,62,1248.115,0.121,10108.7,0.98,123.78,0.012,20.63,0.002,41.26,0.004,144.41,0.014,NA,NA
13,283,Treutlen,Georgia,GA,32.3782,-82.5944,6753,34,1485.66,0.22,4524.51,0.67,2187.972,0.324,0,0,33.765,0.005,108.048,0.016,NA,NA
13,285,Troup,Georgia,GA,33.1675,-84.9028,62015,150,9426.28,0.152,40619.825,0.655,20340.92,0.328,62.015,0.001,620.15,0.01,1426.345,0.023,14387.48,0.232
13,287,Turner,Georgia,GA,31.8073,-83.4876,9474,33,2103.228,0.222,5513.868,0.582,3884.34,0.41,18.948,0.002,47.37,0.005,303.168,0.032,NA,NA
13,289,Twiggs,Georgia,GA,32.7043,-83.2273,10299,29,1699.335,0.165,5973.42,0.58,4263.786,0.414,10.299,0.001,20.598,0.002,144.186,0.014,NA,NA
13,291,Union,Georgia,GA,34.8761,-83.9548,44186,43,7820.922,0.177,28853.458,0.653,14581.38,0.33,88.372,0.002,265.116,0.006,751.162,0.017,11709.29,0.265
13,293,Upson,Georgia,GA,32.9746,-84.1423,27679,85,4539.356,0.164,19402.979,0.701,7971.552,0.288,83.037,0.003,110.716,0.004,470.543,0.017,NA,NA
13,295,Walker,Georgia,GA,34.9747,-85.2427,70117,88,10377.316,0.148,64858.225,0.925,4487.488,0.064,210.351,0.003,140.234,0.002,841.404,0.012,18230.42,0.26
13,297,Walton,Georgia,GA,33.8718,-83.6095,50324,48,6743.416,0.134,45140.628,0.897,3422.032,0.068,553.564,0.011,352.268,0.007,1409.072,0.028,13587.48,0.27
13,299,Ware,Georgia,GA,31.4399,-82.3411,34492,38,6518.988,0.189,24696.272,0.716,9416.316,0.273,68.984,0.002,172.46,0.005,931.284,0.027,11623.804,0.337
13,301,Warren,Georgia,GA,33.5337,-82.6463,6101,21,1226.301,0.201,2501.41,0.41,3569.085,0.585,12.202,0.002,12.202,0.002,67.111,0.011,NA,NA
13,303,Washington,Georgia,GA,33.1021,-82.6032,17773,16,3003.637,0.169,11730.18,0.66,4692.072,0.264,1190.791,0.067,17.773,0.001,159.957,0.009,NA,NA
13,305,Wayne,Georgia,GA,31.6665,-81.7982,28390,44,4968.25,0.175,22257.76,0.784,5734.78,0.202,56.78,0.002,170.34,0.006,1249.16,0.044,8176.32,0.288
13,307,Webster,Georgia,GA,32.066,-84.5374,2289,11,393.708,0.172,1210.881,0.529,1075.83,0.47,0,0,0,0,98.427,0.043,NA,NA
13,309,Wheeler,Georgia,GA,32.1805,-82.6712,6706,23,1609.44,0.24,4385.724,0.654,2253.216,0.336,46.942,0.007,6.706,0.001,308.476,0.046,1864.268,0.278
13,311,White,Georgia,GA,34.7044,-83.7201,71332,69,11056.46,0.155,66909.416,0.938,2853.28,0.04,356.66,0.005,356.66,0.005,1854.632,0.026,11127.792,0.156
13,313,Whitfield,Georgia,GA,34.9538,-84.9394,90889,313,10997.569,0.121,84799.437,0.933,3544.671,0.039,454.445,0.005,1272.446,0.014,25358.031,0.279,22358.694,0.246
13,315,Wilcox,Georgia,GA,32.1084,-83.3068,12937,15,3609.423,0.279,3505.927,0.271,9392.262,0.726,12.937,0.001,12.937,0.001,103.496,0.008,NA,NA
13,317,Wilkes,Georgia,GA,33.8674,-82.742,10457,22,1767.233,0.169,5939.576,0.568,4412.854,0.422,20.914,0.002,41.828,0.004,261.425,0.025,NA,NA
13,319,Wilkinson,Georgia,GA,32.9092,-83.0826,10143,23,1541.736,0.152,5964.084,0.588,4128.201,0.407,20.286,0.002,10.143,0.001,172.431,0.017,NA,NA
13,321,Worth,Georgia,GA,31.8298,-83.7369,21996,39,3827.304,0.174,15199.236,0.691,6576.804,0.299,65.988,0.003,65.988,0.003,263.952,0.012,7236.684,0.329
15,001,Hawaii,Hawaii,HI,20.2392,-154.882,167293,42,21915.383,0.131,60058.187,0.359,1171.051,0.007,836.465,0.005,60225.48,0.36,10706.752,0.064,32789.428,0.196
15,003,Honolulu,Hawaii,HI,21.6991,-157.6975,905266,1509,95052.93,0.105,207305.914,0.229,27157.98,0.03,2715.798,0.003,498801.566,0.551,42547.502,0.047,161137.348,0.178
15,005,Kalawao,Hawaii,HI,21.1895,-156.9818,111,8,-2466.642,-22.222,45.954,0.414,0,0,0,0,62.049,0.559,5.994,0.054,NA,NA
15,007,Kauai,Hawaii,HI,22.2186,-159.3151,62640,101,6577.2,0.105,21234.96,0.339,250.56,0.004,250.56,0.004,27436.32,0.438,3570.48,0.057,10899.36,0.174
15,009,Maui,Hawaii,HI,21.1675,-156.0107,139884,121,14268.168,0.102,53575.572,0.383,839.304,0.006,699.42,0.005,56653.02,0.405,8113.272,0.058,24759.468,0.177
16,001,Ada,Idaho,ID,43.7228,-116.0262,344727,327,32059.611,0.093,326111.742,0.946,2757.816,0.008,2413.089,0.007,7239.267,0.021,18270.531,0.053,63774.495,0.185
16,003,Adams,Idaho,ID,45.0865,-116.2437,399426,335,41939.73,0.105,358684.548,0.898,12781.632,0.032,5591.964,0.014,14379.336,0.036,137801.97,0.345,96661.092,0.242
16,005,Bannock,Idaho,ID,42.9551,-112.0038,78155,70,10550.925,0.135,73074.925,0.935,547.085,0.007,2422.805,0.031,1016.015,0.013,4064.06,0.052,18522.735,0.237
16,007,Bear Lake,Idaho,ID,42.479,-111.0474,6176,6,691.712,0.112,6101.888,0.988,18.528,0.003,37.056,0.006,12.352,0.002,142.048,0.023,1525.472,0.247
16,009,Benewah,Idaho,ID,47.3721,-116.3529,9218,12,1189.122,0.129,8314.636,0.902,18.436,0.002,737.44,0.08,18.436,0.002,184.36,0.02,2608.694,0.283
16,011,Bingham,Idaho,ID,43.4431,-112.1261,43739,21,5642.331,0.129,39846.229,0.911,131.217,0.003,3061.73,0.07,262.434,0.006,6079.721,0.139,11284.662,0.258
16,013,Blaine,Idaho,ID,43.6867,-113.9448,21166,8,1333.458,0.063,20573.352,0.972,105.83,0.005,84.664,0.004,211.66,0.01,3196.066,0.151,2053.102,0.097
16,015,Boise,Idaho,ID,44.116,-115.6205,7535,4,753.5,0.1,7354.16,0.976,7.535,0.001,67.815,0.009,22.605,0.003,271.26,0.036,1288.485,0.171
16,017,Bonner,Idaho,ID,48.6338,-116.1768,40908,24,5481.672,0.134,39680.76,0.97,81.816,0.002,409.08,0.01,163.632,0.004,736.344,0.018,7813.428,0.191
16,019,Bonneville,Idaho,ID,43.5935,-111.2177,91856,49,10655.296,0.116,88732.896,0.966,642.992,0.007,642.992,0.007,826.704,0.009,7440.336,0.081,19381.616,0.211
16,021,Boundary,Idaho,ID,48.9994,-116.1813,10619,8,1465.422,0.138,10204.859,0.961,21.238,0.002,265.475,0.025,74.333,0.007,350.427,0.033,2123.8,0.2
16,023,Butte,Idaho,ID,43.8277,-112.9742,214185,131,33841.23,0.158,191053.02,0.892,3426.96,0.016,4069.515,0.019,8995.77,0.042,24845.46,0.116,51832.77,0.242
16,025,Camas,Idaho,ID,43.3489,-114.8006,1050,1,77.7,0.074,1032.15,0.983,10.5,0.01,1.05,0.001,2.1,0.002,61.95,0.059,NA,NA
16,027,Canyon,Idaho,ID,43.7863,-116.5322,164593,279,22220.055,0.135,157680.094,0.958,987.558,0.006,1481.337,0.009,1645.93,0.01,32589.414,0.198,39337.727,0.239
16,029,Caribou,Idaho,ID,42.9854,-111.0296,7131,4,713.1,0.1,7073.952,0.992,0,0,21.393,0.003,14.262,0.002,270.978,0.038,1604.475,0.225
16,031,Cassia,Idaho,ID,42.5379,-113.1369,21324,8,3113.304,0.146,20812.224,0.976,63.972,0.003,191.916,0.009,85.296,0.004,4456.716,0.209,4584.66,0.215
16,033,Clark,Idaho,ID,44.4882,-111.8939,22916,26,3941.552,0.172,17255.748,0.753,5110.268,0.223,114.58,0.005,252.076,0.011,893.724,0.039,NA,NA
16,035,Clearwater,Idaho,ID,46.7829,-115.7995,8373,3,1071.744,0.128,8063.199,0.963,25.119,0.003,150.714,0.018,33.492,0.004,142.341,0.017,1883.925,0.225
16,037,Custer,Idaho,ID,44.6919,-113.4675,3860,5,424.6,0.11,3778.94,0.979,15.44,0.004,30.88,0.008,15.44,0.004,123.52,0.032,949.56,0.246
16,039,Elmore,Idaho,ID,43.8016,-115.1267,73937,119,9242.125,0.125,57153.301,0.773,15304.959,0.207,295.748,0.004,369.685,0.005,1256.929,0.017,19741.179,0.267
16,041,Franklin,Idaho,ID,42.4088,-111.7133,30737,48,5348.238,0.174,28923.517,0.941,1290.954,0.042,122.948,0.004,184.422,0.006,3288.859,0.107,5440.449,0.177
16,043,Fremont,Idaho,ID,44.5288,-111.2161,47766,31,6687.24,0.14,43610.358,0.913,2531.598,0.053,620.958,0.013,334.362,0.007,4967.664,0.104,9457.668,0.198
16,045,Gem,Idaho,ID,44.1782,-116.2926,16273,29,1920.214,0.118,15849.902,0.974,16.273,0.001,162.73,0.01,65.092,0.004,1139.11,0.07,4230.98,0.26
16,047,Gooding,Idaho,ID,42.9372,-114.7025,14461,20,1691.937,0.117,14171.78,0.98,43.383,0.003,130.149,0.009,43.383,0.003,2892.2,0.2,3759.86,0.26
16,049,Idaho,Idaho,ID,46.2441,-115.2001,15697,2,2354.55,0.15,14927.847,0.951,15.697,0.001,502.304,0.032,62.788,0.004,266.849,0.017,3155.097,0.201
16,051,Jefferson,Idaho,ID,44.0074,-111.7716,657229,591,94640.976,0.144,373306.072,0.568,270778.348,0.412,1314.458,0.002,7229.519,0.011,15116.267,0.023,164307.25,0.25
16,053,Jerome,Idaho,ID,42.7184,-114.1366,19638,33,2533.302,0.129,19127.412,0.974,98.19,0.005,176.742,0.009,78.552,0.004,4575.654,0.233,4379.274,0.223
16,055,Kootenai,Idaho,ID,47.9802,-116.4718,127668,103,13277.472,0.104,123071.952,0.964,383.004,0.003,1659.684,0.013,766.008,0.006,3702.372,0.029,26682.612,0.209
16,057,Latah,Idaho,ID,46.9282,-116.3934,34714,32,4859.96,0.14,32665.874,0.941,277.712,0.008,312.426,0.009,902.564,0.026,937.278,0.027,5727.81,0.165
16,059,Lemhi,Idaho,ID,45.5555,-113.2697,7909,2,1059.806,0.134,7774.547,0.983,7.909,0.001,47.454,0.006,7.909,0.001,221.452,0.028,1787.434,0.226
16,061,Lewis,Idaho,ID,46.3229,-116.0283,3750,8,461.25,0.123,3532.5,0.942,15,0.004,168.75,0.045,22.5,0.006,97.5,0.026,1012.5,0.27
16,063,Lincoln,Idaho,ID,43.0521,-114.1556,14262,25,3337.308,0.234,9427.182,0.661,4692.198,0.329,57.048,0.004,14.262,0.001,256.716,0.018,2781.09,0.195
16,065,Madison,Idaho,ID,43.913,-111.7466,298192,370,32502.928,0.109,213803.664,0.717,70075.12,0.235,2385.536,0.008,6262.032,0.021,6560.224,0.022,57551.056,0.193
16,067,Minidoka,Idaho,ID,42.7538,-113.4899,19014,25,2528.862,0.133,18481.608,0.972,76.056,0.004,228.168,0.012,114.084,0.006,5190.822,0.273,4924.626,0.259
16,069,Nez Perce,Idaho,ID,46.5085,-116.4262,37931,45,4475.858,0.118,34744.796,0.916,189.655,0.005,2124.136,0.056,379.31,0.01,758.62,0.02,9331.026,0.246
16,071,Oneida,Idaho,ID,42.373,-112.2147,4209,4,433.527,0.103,4183.746,0.994,4.209,0.001,16.836,0.004,4.209,0.001,101.016,0.024,1001.742,0.238
16,073,Owyhee,Idaho,ID,43.6154,-115.1595,11073,1,1793.826,0.162,10519.35,0.95,22.146,0.002,321.117,0.029,77.511,0.007,2491.425,0.225,3255.462,0.294
16,075,Payette,Idaho,ID,44.0789,-116.8187,22197,54,2974.398,0.134,21420.105,0.965,22.197,0.001,199.773,0.009,221.97,0.01,2974.398,0.134,5926.599,0.267
16,077,Power,Idaho,ID,42.7828,-112.4964,7753,6,1124.185,0.145,7442.88,0.96,23.259,0.003,248.096,0.032,38.765,0.005,1969.262,0.254,2225.111,0.287
16,079,Shoshone,Idaho,ID,47.6271,-115.7966,13157,5,2184.062,0.166,12735.976,0.968,13.157,0.001,197.355,0.015,39.471,0.003,302.611,0.023,3420.82,0.26
16,081,Teton,Idaho,ID,43.8766,-111.1031,7467,17,672.03,0.09,7340.061,0.983,22.401,0.003,44.802,0.006,44.802,0.006,1030.446,0.138,1329.126,0.178
16,083,Twin Falls,Idaho,ID,42.5985,-114.1617,69419,36,8816.213,0.127,67267.011,0.969,277.676,0.004,555.352,0.008,624.771,0.009,7774.928,0.112,15133.342,0.218
16,085,Valley,Idaho,ID,45.1271,-115.3243,8332,2,808.204,0.097,8182.024,0.982,16.664,0.002,58.324,0.007,33.328,0.004,233.296,0.028,1408.108,0.169
16,087,Washington,Idaho,ID,44.5719,-116.6778,17773,16,3003.637,0.169,11730.18,0.66,4692.072,0.264,1190.791,0.067,17.773,0.001,159.957,0.009,5154.17,0.29
17,001,Adams,Illinois,IL,40.1762,-90.9581,399426,335,41939.73,0.105,358684.548,0.898,12781.632,0.032,5591.964,0.014,14379.336,0.036,137801.97,0.345,105049.038,0.263
17,003,Alexander,Illinois,IL,37.3148,-89.1819,8927,38,1981.794,0.222,5704.353,0.639,3106.596,0.348,17.854,0.002,44.635,0.005,151.759,0.017,NA,NA
17,005,Bond,Illinois,IL,39.0293,-89.2661,18027,47,1946.916,0.108,16530.759,0.917,1279.917,0.071,90.135,0.005,72.108,0.004,288.432,0.016,NA,NA
17,007,Boone,Illinois,IL,42.3986,-88.7178,35793,61,5476.329,0.153,34969.761,0.977,107.379,0.003,250.551,0.007,143.172,0.004,536.895,0.015,NA,NA
17,009,Brown,Illinois,IL,40.0252,-90.6379,6835,22,792.86,0.116,5529.515,0.809,1278.145,0.187,0,0,20.505,0.003,300.74,0.044,NA,NA
17,011,Bureau,Illinois,IL,41.557,-89.1763,35330,41,3038.38,0.086,34658.73,0.981,211.98,0.006,70.66,0.002,211.98,0.006,2155.13,0.061,7772.6,0.22
17,013,Calhoun,Illinois,IL,39.2971,-90.579,112141,184,18391.124,0.164,87806.403,0.783,22091.777,0.197,448.564,0.004,897.128,0.008,2242.82,0.02,NA,NA
17,015,Carroll,Illinois,IL,42.1524,-89.7402,26999,43,4157.846,0.154,26270.027,0.973,80.997,0.003,188.993,0.007,188.993,0.007,3644.865,0.135,3860.857,0.143
17,017,Cass,Illinois,IL,40.0472,-90.008,13898,37,1459.29,0.105,13606.142,0.979,152.878,0.011,13.898,0.001,69.49,0.005,2098.598,0.151,2181.986,0.157
17,019,Champaign,Illinois,IL,40.3866,-87.9353,184905,185,23298.03,0.126,145520.235,0.787,20709.36,0.112,554.715,0.003,14607.495,0.079,7026.39,0.038,35131.95,0.19
17,021,Christian,Illinois,IL,39.7649,-89.0485,35176,50,3693.48,0.105,33909.664,0.964,879.4,0.025,70.352,0.002,211.056,0.006,386.936,0.011,9005.056,0.256
17,023,Clark,Illinois,IL,39.4609,-87.5978,22916,26,3941.552,0.172,17255.748,0.753,5110.268,0.223,114.58,0.005,252.076,0.011,893.724,0.039,NA,NA
17,025,Clay,Illinois,IL,38.8845,-88.3339,13964,23,1954.96,0.14,11757.688,0.842,2094.6,0.15,41.892,0.003,13.964,0.001,293.244,0.021,NA,NA
17,027,Clinton,Illinois,IL,38.7446,-89.1456,36095,76,2671.03,0.074,34326.345,0.951,1443.8,0.04,72.19,0.002,144.38,0.004,721.9,0.02,NA,NA
17,029,Coles,Illinois,IL,39.6576,-88.0202,51065,100,6740.58,0.132,48767.075,0.955,1225.56,0.024,153.195,0.003,561.715,0.011,919.17,0.018,15370.565,0.301
17,031,Cook,Illinois,IL,42.1673,-87.5445,16366,71,2945.88,0.18,11603.494,0.709,4582.48,0.28,32.732,0.002,98.196,0.006,801.934,0.049,3600.52,0.22
17,033,Crawford,Illinois,IL,39.1689,-87.6126,57630,97,8183.46,0.142,53826.42,0.934,633.93,0.011,1210.23,0.021,806.82,0.014,2650.98,0.046,NA,NA
17,035,Cumberland,Illinois,IL,39.3218,-88.0411,10973,32,1108.273,0.101,10863.27,0.99,32.919,0.003,21.946,0.002,21.946,0.002,65.838,0.006,NA,NA
17,039,De Witt,Illinois,IL,40.248,-88.6426,16617,42,1645.083,0.099,16317.894,0.982,116.319,0.007,33.234,0.002,66.468,0.004,249.255,0.015,NA,NA
17,037,DeKalb,Illinois,IL,42.1008,-88.6178,67271,86,10157.921,0.151,64580.16,0.96,1210.878,0.018,538.168,0.008,201.813,0.003,5919.848,0.088,15808.685,0.235
17,041,Douglas,Illinois,IL,39.8645,-87.9879,249416,297,5487.152,0.022,231458.048,0.928,3741.24,0.015,1247.08,0.005,8729.56,0.035,15962.624,0.064,NA,NA
17,043,DuPage,Illinois,IL,41.9819,-87.9198,929113,2785,54817.667,0.059,787887.824,0.848,38093.633,0.041,1858.226,0.002,90123.961,0.097,104989.769,0.113,161665.662,0.174
17,045,Edgar,Illinois,IL,39.8044,-87.5877,19157,31,2222.212,0.116,18639.761,0.973,383.14,0.02,38.314,0.002,57.471,0.003,172.413,0.009,NA,NA
17,047,Edwards,Illinois,IL,38.5197,-87.9831,6784,31,624.128,0.092,6722.944,0.991,13.568,0.002,0,0,40.704,0.006,33.92,0.005,NA,NA
17,049,Effingham,Illinois,IL,39.1866,-88.3776,46924,98,4645.476,0.099,39885.4,0.85,6240.892,0.133,140.772,0.003,281.544,0.006,844.632,0.018,9337.876,0.199
17,051,Fayette,Illinois,IL,39.1443,-88.7153,18228,29,2934.708,0.161,15931.272,0.874,2150.904,0.118,36.456,0.002,54.684,0.003,164.052,0.009,2697.744,0.148
17,053,Ford,Illinois,IL,40.9958,-88.1018,14157,29,1160.874,0.082,13944.645,0.985,70.785,0.005,0,0,70.785,0.005,212.355,0.015,NA,NA
17,055,Franklin,Illinois,IL,38.0905,-88.7054,30737,48,5348.238,0.174,28923.517,0.941,1290.954,0.042,122.948,0.004,184.422,0.006,3288.859,0.107,6823.614,0.222
17,057,Fulton,Illinois,IL,40.7106,-89.9156,11934,19,2171.988,0.182,11707.254,0.981,35.802,0.003,71.604,0.006,23.868,0.002,83.538,0.007,2315.196,0.194
17,059,Gallatin,Illinois,IL,37.9026,-88.1279,6152,19,972.016,0.158,6102.784,0.992,18.456,0.003,24.608,0.004,0,0,49.216,0.008,NA,NA
17,061,Greene,Illinois,IL,39.484,-90.2066,9661,15,2405.589,0.249,1922.539,0.199,7699.817,0.797,9.661,0.001,19.322,0.002,67.627,0.007,NA,NA
17,063,Grundy,Illinois,IL,41.4507,-88.2464,43838,104,2674.118,0.061,42654.374,0.973,438.38,0.01,87.676,0.002,263.028,0.006,2717.956,0.062,12055.45,0.275
17,065,Hamilton,Illinois,IL,38.2234,-88.4616,13983,27,3048.294,0.218,8739.375,0.625,5103.795,0.365,69.915,0.005,55.932,0.004,1160.589,0.083,NA,NA
17,067,Hancock,Illinois,IL,40.6353,-90.9163,9643,20,2285.391,0.237,2227.533,0.231,7386.538,0.766,19.286,0.002,19.286,0.002,57.858,0.006,NA,NA
17,069,Hardin,Illinois,IL,37.4708,-88.1659,4718,26,698.264,0.148,4581.178,0.971,103.796,0.022,0,0,28.308,0.006,56.616,0.012,NA,NA
17,071,Henderson,Illinois,IL,40.9378,-90.8254,7972,21,813.144,0.102,7900.252,0.991,23.916,0.003,7.972,0.001,7.972,0.001,71.748,0.009,NA,NA
17,073,Henry,Illinois,IL,41.5216,-89.8881,16610,30,2707.43,0.163,11228.36,0.676,5265.37,0.317,33.22,0.002,0,0,348.81,0.021,3438.27,0.207
17,075,Iroquois,Illinois,IL,40.9673,-87.5658,30677,27,3037.023,0.099,29971.429,0.977,306.77,0.01,92.031,0.003,153.385,0.005,1472.496,0.048,7669.25,0.25
17,077,Jackson,Illinois,IL,37.9396,-89.2238,53650,50,7779.25,0.145,49679.9,0.926,2038.7,0.038,858.4,0.016,160.95,0.003,858.4,0.016,8208.45,0.153
17,079,Jasper,Illinois,IL,39.1559,-88.0218,13147,35,1814.286,0.138,10070.602,0.766,2984.369,0.227,13.147,0.001,13.147,0.001,354.969,0.027,NA,NA
17,081,Jefferson,Illinois,IL,38.4431,-88.7355,657229,591,94640.976,0.144,373306.072,0.568,270778.348,0.412,1314.458,0.002,7229.519,0.011,15116.267,0.023,214913.883,0.327
17,083,Jersey,Illinois,IL,39.1546,-90.1642,22456,61,1886.304,0.084,21984.424,0.979,224.56,0.01,22.456,0.001,89.824,0.004,202.104,0.009,NA,NA
17,085,Jo Daviess,Illinois,IL,42.5022,-89.9459,22580,38,1716.08,0.076,22309.04,0.988,90.32,0.004,45.16,0.002,45.16,0.002,541.92,0.024,NA,NA
17,087,Johnson,Illinois,IL,37.5786,-88.7198,24042,36,4111.182,0.171,23008.194,0.957,432.756,0.018,168.294,0.007,168.294,0.007,2235.906,0.093,NA,NA
17,089,Kane,Illinois,IL,42.1227,-88.2546,482113,926,35676.362,0.074,433419.587,0.899,26998.328,0.056,1928.452,0.004,13981.277,0.029,131616.849,0.273,108957.538,0.226
17,091,Kankakee,Illinois,IL,41.2505,-87.6064,107972,160,12200.836,0.113,89184.872,0.826,16411.744,0.152,215.944,0.002,971.748,0.009,6910.208,0.064,30340.132,0.281
17,093,Kendall,Illinois,IL,41.7112,-88.3353,79514,248,3260.074,0.041,74425.104,0.936,2464.934,0.031,159.028,0.002,1510.766,0.019,10018.764,0.126,14789.604,0.186
17,095,Knox,Illinois,IL,41.115,-90.014,53309,74,6770.243,0.127,48297.954,0.906,3838.248,0.072,106.618,0.002,426.472,0.008,2025.742,0.038,11941.216,0.224
17,097,Lake,Illinois,IL,42.4906,-87.8105,65147,52,9641.756,0.148,59218.623,0.909,1433.234,0.022,2019.557,0.031,846.911,0.013,9446.315,0.145,13550.576,0.208
17,101,Lawrence,Illinois,IL,38.8353,-87.5301,34605,50,4983.12,0.144,27510.975,0.795,4187.205,0.121,1868.67,0.054,34.605,0.001,484.47,0.014,NA,NA
17,103,Lee,Illinois,IL,41.8682,-88.9417,123254,202,18611.354,0.151,91331.214,0.741,28348.42,0.23,246.508,0.002,2218.572,0.018,1972.064,0.016,22555.482,0.183
