State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Lat,Long,Population_Size,Population_Density,Pop In Poverty,Pop In Poverty %,White Pop,White Pop%,Black Pop,Black Pop%,Native_American Pop,Native_American Pop%,Asian Pop,Asian Pop %,Hispanic Pop,Hispanic Pop%,Obesity Pop,Obesity Pop %
19,087,Henry,Iowa,IA,41.1635,-91.3908,16610,30,2707,16.3%,11228,67.6%,5265,31.7%,33,0.2%,0,0.0%,349,2.1%,5149,31.0%
19,089,Howard,Iowa,IA,43.4918,-92.0892,14552,25,2285,15.7%,11321,77.8%,3012,20.7%,73,0.5%,73,0.5%,1281,8.8%,2634,18.1%
19,091,Humboldt,Iowa,IA,42.898,-93.9813,128376,36,20027,15.6%,112329,87.5%,1412,1.1%,6932,5.4%,2696,2.1%,9500,7.4%,27601,21.5%
19,093,Ida,Iowa,IA,42.5059,-95.3469,7379,17,642,8.7%,7320,99.2%,22,0.3%,7,0.1%,15,0.2%,52,0.7%,NA,NA
19,095,Iowa,Iowa,IA,41.8272,-91.8498,16055,27,979,6.1%,15927,99.2%,32,0.2%,16,0.1%,48,0.3%,177,1.1%,4608,28.7%
19,097,Jackson,Iowa,IA,42.3624,-90.1756,53650,50,7779,14.5%,49680,92.6%,2039,3.8%,858,1.6%,161,0.3%,858,1.6%,12554,23.4%
19,099,Jasper,Iowa,IA,41.8252,-92.7744,13147,35,1814,13.8%,10071,76.6%,2984,22.7%,13,0.1%,13,0.1%,355,2.7%,3773,28.7%
19,101,Jefferson,Iowa,IA,41.1506,-91.7488,657229,591,94641,14.4%,373306,56.8%,270778,41.2%,1314,0.2%,7230,1.1%,15116,2.3%,NA,NA
19,103,Johnson,Iowa,IA,41.8463,-91.4266,24042,36,4111,17.1%,23008,95.7%,433,1.8%,168,0.7%,168,0.7%,2236,9.3%,3871,16.1%
19,105,Jones,Iowa,IA,42.2303,-90.8957,26836,68,2871,10.7%,20154,75.1%,6253,23.3%,81,0.3%,242,0.9%,242,0.9%,5153,19.2%
19,107,Keokuk,Iowa,IA,41.4802,-91.9533,11157,19,1116,10.0%,11079,99.3%,11,0.1%,11,0.1%,33,0.3%,67,0.6%,NA,NA
19,109,Kossuth,Iowa,IA,43.4206,-93.9929,16142,17,1469,9.1%,15997,99.1%,32,0.2%,32,0.2%,65,0.4%,161,1.0%,3632,22.5%
19,111,Lee,Iowa,IA,40.7837,-91.231,123254,202,18611,15.1%,91331,74.1%,28348,23.0%,247,0.2%,2219,1.8%,1972,1.6%,28595,23.2%
19,113,Linn,Iowa,IA,42.2873,-91.3873,198903,277,15514,7.8%,186372,93.7%,5967,3.0%,398,0.2%,3182,1.6%,2984,1.5%,42764,21.5%
19,115,Louisa,Iowa,IA,41.3299,-91.0436,11842,29,1054,8.9%,11724,99.0%,36,0.3%,12,0.1%,47,0.4%,1670,14.1%,NA,NA
19,117,Lucas,Iowa,IA,41.1167,-93.2005,9672,22,1122,11.6%,9575,99.0%,19,0.2%,10,0.1%,48,0.5%,87,0.9%,NA,NA
19,119,Lyon,Iowa,IA,43.4689,-95.8804,11750,20,858,7.3%,11644,99.1%,35,0.3%,12,0.1%,24,0.2%,59,0.5%,2068,17.6%
19,121,Madison,Iowa,IA,41.4945,-93.7904,298192,370,32503,10.9%,213804,71.7%,70075,23.5%,2386,0.8%,6262,2.1%,6560,2.2%,77828,26.1%
19,123,Mahaska,Iowa,IA,41.5071,-92.4342,22364,39,2348,10.5%,21671,96.9%,201,0.9%,45,0.2%,268,1.2%,291,1.3%,4585,20.5%
19,125,Marion,Iowa,IA,41.4675,-92.8755,30154,41,5066,16.8%,28646,95.0%,1176,3.9%,90,0.3%,60,0.2%,452,1.5%,6845,22.7%
19,127,Marshall,Iowa,IA,42.191,-92.7749,85634,151,13016,15.2%,82722,96.6%,1370,1.6%,428,0.5%,343,0.4%,7279,8.5%,23892,27.9%
19,129,Mills,Iowa,IA,41.1414,-95.4027,15284,35,1269,8.3%,15085,98.7%,61,0.4%,31,0.2%,46,0.3%,336,2.2%,3454,22.6%
19,131,Mitchell,Iowa,IA,43.4833,-92.5937,23791,46,5305,22.3%,12300,51.7%,11206,47.1%,71,0.3%,119,0.5%,619,2.6%,4901,20.6%
19,133,Monona,Iowa,IA,42.2047,-95.7058,9520,14,990,10.4%,9387,98.6%,10,0.1%,86,0.9%,10,0.1%,76,0.8%,NA,NA
19,135,Monroe,Iowa,IA,41.135,-92.7144,23733,23,4201,17.7%,13528,57.0%,9731,41.0%,237,1.0%,71,0.3%,190,0.8%,NA,NA
19,137,Montgomery,Iowa,IA,41.1494,-94.9819,221619,281,39891,18.0%,99950,45.1%,116350,52.5%,443,0.2%,2659,1.2%,3103,1.4%,64491,29.1%
19,139,Muscatine,Iowa,IA,41.5908,-90.8566,42756,97,4062,9.5%,41431,96.9%,513,1.2%,128,0.3%,428,1.0%,5601,13.1%,10946,25.6%
19,141,O'Brien,Iowa,IA,43.1814,-95.3906,14414,25,1124,7.8%,14241,98.8%,43,0.3%,29,0.2%,86,0.6%,259,1.8%,3704,25.7%
19,143,Osceola,Iowa,IA,43.4435,-95.4371,231578,175,30337,13.1%,195452,84.4%,23389,10.1%,1389,0.6%,6947,3.0%,86147,37.2%,NA,NA
19,145,Page,Iowa,IA,40.8476,-95.0167,16253,30,1853,11.4%,15619,96.1%,325,2.0%,81,0.5%,130,0.8%,293,1.8%,3982,24.5%
19,147,Palo Alto,Iowa,IA,43.2371,-94.4457,9697,17,873,9.0%,9619,99.2%,10,0.1%,10,0.1%,29,0.3%,78,0.8%,NA,NA
19,149,Plymouth,Iowa,IA,42.8956,-95.9678,24958,29,1597,6.4%,24584,98.5%,75,0.3%,50,0.2%,100,0.4%,474,1.9%,5066,20.3%
19,151,Pocahontas,Iowa,IA,42.8767,-94.5313,7930,14,761,9.6%,7851,99.0%,24,0.3%,16,0.2%,32,0.4%,95,1.2%,NA,NA
19,153,Polk,Iowa,IA,41.8158,-93.3604,20176,23,3854,19.1%,19470,96.5%,61,0.3%,303,1.5%,61,0.3%,767,3.8%,4600,22.8%
19,155,Pottawattamie,Iowa,IA,41.4973,-95.2205,89738,94,9153,10.2%,86956,96.9%,897,1.0%,359,0.4%,628,0.7%,3679,4.1%,24050,26.8%
19,157,Poweshiek,Iowa,IA,41.8174,-92.343,18925,32,1703,9.0%,18452,97.5%,114,0.6%,57,0.3%,208,1.1%,265,1.4%,4921,26.0%
19,159,Ringgold,Iowa,IA,40.8527,-94.0503,5273,10,654,12.4%,5236,99.3%,5,0.1%,11,0.2%,16,0.3%,32,0.6%,NA,NA
19,161,Sac,Iowa,IA,42.515,-94.8605,10621,18,956,9.0%,10494,98.8%,42,0.4%,11,0.1%,32,0.3%,127,1.2%,2528,23.8%
19,163,Scott,Iowa,IA,41.7435,-90.3573,11150,12,2107,18.9%,10637,95.4%,56,0.5%,134,1.2%,223,2.0%,781,7.0%,2286,20.5%
19,165,Shelby,Iowa,IA,41.8558,-95.0615,171465,216,11831,6.9%,151232,88.2%,16118,9.4%,514,0.3%,2401,1.4%,5315,3.1%,44581,26.0%
19,167,Sioux,Iowa,IA,43.2443,-95.8748,32277,42,2098,6.5%,31761,98.4%,129,0.4%,32,0.1%,258,0.8%,1582,4.9%,5681,17.6%
19,169,Story,Iowa,IA,42.1866,-93.2972,79952,140,7835,9.8%,72916,91.2%,1519,1.9%,160,0.2%,4477,5.6%,1439,1.8%,13752,17.2%
19,171,Tama,Iowa,IA,42.2635,-92.3091,17919,25,1595,8.9%,16485,92.0%,90,0.5%,1147,6.4%,36,0.2%,771,4.3%,4587,25.6%
19,173,Taylor,Iowa,IA,40.883,-94.4779,19622,19,3277,16.7%,15423,78.6%,3728,19.0%,177,0.9%,98,0.5%,373,1.9%,5357,27.3%
19,175,Union,Iowa,IA,41.1268,-94.0497,44186,43,7821,17.7%,28853,65.3%,14581,33.0%,88,0.2%,265,0.6%,751,1.7%,12372,28.0%
19,177,Van Buren,Iowa,IA,40.8777,-91.7392,16529,23,2810,17.0%,16050,97.1%,83,0.5%,132,0.8%,50,0.3%,231,1.4%,NA,NA
19,179,Wapello,Iowa,IA,41.1591,-92.2177,35965,83,4388,12.2%,34850,96.9%,504,1.4%,144,0.4%,252,0.7%,2554,7.1%,8919,24.8%
19,181,Warren,Iowa,IA,41.5116,-93.3851,6101,21,1226,20.1%,2501,41.0%,3569,58.5%,12,0.2%,12,0.2%,67,1.1%,1586,26.0%
19,183,Washington,Iowa,IA,41.4894,-91.5367,17773,16,3004,16.9%,11730,66.0%,4692,26.4%,1191,6.7%,18,0.1%,160,0.9%,4497,25.3%
19,185,Wayne,Iowa,IA,40.861,-93.1212,28390,44,4968,17.5%,22258,78.4%,5735,20.2%,57,0.2%,170,0.6%,1249,4.4%,NA,NA
19,187,Webster,Iowa,IA,42.6142,-93.9962,2289,11,394,17.2%,1211,52.9%,1076,47.0%,0,0.0%,0,0.0%,98,4.3%,595,26.0%
19,189,Winnebago,Iowa,IA,43.4806,-93.5321,288695,562,35509,12.3%,245391,85.0%,31756,11.0%,1155,0.4%,6063,2.1%,27426,9.5%,73906,25.6%
19,191,Winneshiek,Iowa,IA,43.458,-91.6174,21234,31,1656,7.8%,20831,98.1%,149,0.7%,21,0.1%,191,0.9%,212,1.0%,4141,19.5%
19,193,Woodbury,Iowa,IA,42.5428,-95.6757,102605,118,11492,11.2%,93986,91.6%,2360,2.3%,1949,1.9%,2565,2.5%,11184,10.9%,23599,23.0%
19,195,Worth,Iowa,IA,43.4441,-93.0687,21996,39,3827,17.4%,15199,69.1%,6577,29.9%,66,0.3%,66,0.3%,264,1.2%,5213,23.7%
19,197,Wright,Iowa,IA,42.8466,-93.5012,13647,24,1133,8.3%,13497,98.9%,27,0.2%,41,0.3%,41,0.3%,969,7.1%,2634,19.3%
20,001,Allen,Kansas,KS,38.0248,-95.143,344006,523,35089,10.2%,290341,84.4%,40249,11.7%,1376,0.4%,6192,1.8%,17888,5.2%,95634,27.8%
20,003,Anderson,Kansas,KS,38.3676,-95.1233,8182,14,998,12.2%,8018,98.0%,25,0.3%,65,0.8%,25,0.3%,90,1.1%,2086,25.5%
20,005,Atchison,Kansas,KS,39.6382,-95.137,16804,39,1983,11.8%,15493,92.2%,958,5.7%,84,0.5%,67,0.4%,336,2.0%,4268,25.4%
20,007,Barber,Kansas,KS,37.4672,-98.4015,4958,4,560,11.3%,4874,98.3%,25,0.5%,35,0.7%,5,0.1%,104,2.1%,724,14.6%
20,009,Barton,Kansas,KS,38.6411,-98.5369,28105,31,3485,12.4%,27121,96.5%,450,1.6%,141,0.5%,112,0.4%,2923,10.4%,7588,27.0%
20,011,Bourbon,Kansas,KS,38.0155,-94.6225,14997,24,2145,14.3%,14157,94.4%,510,3.4%,105,0.7%,60,0.4%,210,1.4%,3179,21.2%
20,013,Brown,Kansas,KS,39.977,-95.4115,6835,22,793,11.6%,5530,80.9%,1278,18.7%,0,0.0%,21,0.3%,301,4.4%,1702,24.9%
20,015,Butler,Kansas,KS,38.0535,-96.5328,20766,27,4153,20.0%,11940,57.5%,8701,41.9%,42,0.2%,62,0.3%,187,0.9%,5337,25.7%
20,017,Chase,Kansas,KS,38.4861,-96.5369,3081,4,320,10.4%,3007,97.6%,40,1.3%,18,0.6%,6,0.2%,92,3.0%,NA,NA
20,019,Chautauqua,Kansas,KS,37.1284,-96.0147,4109,6,567,13.8%,3895,94.8%,16,0.4%,148,3.6%,0,0.0%,70,1.7%,NA,NA
20,021,Cherokee,Kansas,KS,37.3083,-94.6353,24522,44,3727,15.2%,22879,93.3%,1349,5.5%,74,0.3%,74,0.3%,270,1.1%,6351,25.9%
20,023,Cheyenne,Kansas,KS,39.7714,-101.5328,1953,1,217,11.1%,1920,98.3%,12,0.6%,20,1.0%,4,0.2%,176,9.0%,NA,NA
20,025,Clark,Kansas,KS,37.4421,-99.6515,22916,26,3942,17.2%,17256,75.3%,5110,22.3%,115,0.5%,252,1.1%,894,3.9%,NA,NA
20,027,Clay,Kansas,KS,39.5673,-96.9997,13964,23,1955,14.0%,11758,84.2%,2095,15.0%,42,0.3%,14,0.1%,293,2.1%,4050,29.0%
20,029,Cloud,Kansas,KS,39.5996,-97.4002,9759,14,1113,11.4%,9603,98.4%,39,0.4%,20,0.2%,49,0.5%,88,0.9%,2020,20.7%
20,031,Coffey,Kansas,KS,38.4195,-95.535,8683,14,790,9.1%,8501,97.9%,26,0.3%,35,0.4%,52,0.6%,156,1.8%,2067,23.8%
20,033,Comanche,Kansas,KS,37.335,-99.2103,1935,2,184,9.5%,1914,98.9%,0,0.0%,4,0.2%,14,0.7%,41,2.1%,NA,NA
20,035,Cowley,Kansas,KS,37.4403,-96.6676,35298,31,4730,13.4%,32333,91.6%,1165,3.3%,635,1.8%,600,1.7%,2083,5.9%,10307,29.2%
20,037,Crawford,Kansas,KS,37.6637,-94.6211,57630,97,8183,14.2%,53826,93.4%,634,1.1%,1210,2.1%,807,1.4%,2651,4.6%,13601,23.6%
20,039,Decatur,Kansas,KS,39.9789,-100.1888,28618,48,5981,20.9%,16627,58.1%,11619,40.6%,114,0.4%,143,0.5%,1030,3.6%,NA,NA
20,041,Dickinson,Kansas,KS,39.0933,-96.867,16687,44,1085,6.5%,16537,99.1%,33,0.2%,33,0.2%,33,0.2%,150,0.9%,4505,27.0%
20,043,Doniphan,Kansas,KS,39.9744,-94.8889,7816,20,899,11.5%,7410,94.8%,203,2.6%,109,1.4%,31,0.4%,156,2.0%,2314,29.6%
20,045,Douglas,Kansas,KS,39.0359,-95.0957,249416,297,5487,2.2%,231458,92.8%,3741,1.5%,1247,0.5%,8730,3.5%,15963,6.4%,42401,17.0%
20,047,Edwards,Kansas,KS,37.9507,-99.0857,6784,31,624,9.2%,6723,99.1%,14,0.2%,0,0.0%,41,0.6%,34,0.5%,NA,NA
20,049,Elk,Kansas,KS,37.4696,-96.01,3075,5,458,14.9%,2986,97.1%,6,0.2%,31,1.0%,9,0.3%,71,2.3%,NA,NA
20,051,Ellis,Kansas,KS,38.9367,-99.1477,26767,30,2837,10.6%,25937,96.9%,268,1.0%,54,0.2%,321,1.2%,669,2.5%,4604,17.2%
20,053,Ellsworth,Kansas,KS,38.8255,-97.9628,6343,9,590,9.3%,6020,94.9%,254,4.0%,32,0.5%,19,0.3%,247,3.9%,1376,21.7%
20,055,Finney,Kansas,KS,38.26,-100.2863,38988,30,5146,13.2%,36610,93.9%,507,1.3%,429,1.1%,1092,2.8%,16258,41.7%,9006,23.1%
20,057,Ford,Kansas,KS,37.8725,-99.6347,14157,29,1161,8.2%,13945,98.5%,71,0.5%,0,0.0%,71,0.5%,212,1.5%,3525,24.9%
20,059,Franklin,Kansas,KS,38.7166,-95.0806,30737,48,5348,17.4%,28924,94.1%,1291,4.2%,123,0.4%,184,0.6%,3289,10.7%,8360,27.2%
20,061,Geary,Kansas,KS,39.173,-96.793,24585,64,3171,12.9%,17824,72.5%,4302,17.5%,221,0.9%,1057,4.3%,1770,7.2%,4106,16.7%
20,063,Gove,Kansas,KS,39.1266,-100.2348,2763,3,276,10.0%,2741,99.2%,3,0.1%,0,0.0%,3,0.1%,36,1.3%,NA,NA
20,065,Graham,Kansas,KS,39.3945,-99.6171,33073,7,6780,20.5%,26591,80.4%,728,2.2%,5391,16.3%,232,0.7%,9194,27.8%,NA,NA
20,067,Grant,Kansas,KS,37.5772,-101.2288,17348,27,1891,10.9%,16619,95.8%,538,3.1%,87,0.5%,35,0.2%,295,1.7%,4736,27.3%
20,069,Gray,Kansas,KS,37.8653,-100.2332,5861,7,522,8.9%,5785,98.7%,18,0.3%,35,0.6%,0,0.0%,744,12.7%,NA,NA
20,071,Greeley,Kansas,KS,38.4806,-101.7545,1349,2,123,9.1%,1323,98.1%,3,0.2%,9,0.7%,11,0.8%,162,12.0%,NA,NA
20,073,Greenwood,Kansas,KS,38.1338,-95.9928,7338,6,954,13.0%,7147,97.4%,22,0.3%,73,1.0%,15,0.2%,176,2.4%,2260,30.8%
20,075,Hamilton,Kansas,KS,38.0414,-101.546,13983,27,3048,21.8%,8739,62.5%,5104,36.5%,70,0.5%,56,0.4%,1161,8.3%,NA,NA
20,077,Harper,Kansas,KS,37.3828,-97.8542,6081,8,736,12.1%,5935,97.6%,24,0.4%,55,0.9%,30,0.5%,91,1.5%,1514,24.9%
20,079,Harvey,Kansas,KS,38.1403,-97.2582,33843,63,3012,8.9%,32320,95.5%,609,1.8%,237,0.7%,237,0.7%,3080,9.1%,8359,24.7%
20,081,Haskell,Kansas,KS,37.4822,-100.8465,4232,7,449,10.6%,4139,97.8%,8,0.2%,30,0.7%,30,0.7%,1147,27.1%,NA,NA
20,083,Hodgeman,Kansas,KS,38.123,-99.7126,2110,2,188,8.9%,2070,98.1%,19,0.9%,6,0.3%,0,0.0%,76,3.6%,NA,NA
20,085,Jackson,Kansas,KS,39.603,-95.6112,53650,50,7779,14.5%,49680,92.6%,2039,3.8%,858,1.6%,161,0.3%,858,1.6%,14432,26.9%
20,087,Jefferson,Kansas,KS,39.4157,-95.2083,657229,591,94641,14.4%,373306,56.8%,270778,41.2%,1314,0.2%,7230,1.1%,15116,2.3%,164964,25.1%
20,089,Jewell,Kansas,KS,39.9728,-97.9817,3352,4,389,11.6%,3318,99.0%,3,0.1%,13,0.4%,3,0.1%,23,0.7%,NA,NA
20,091,Johnson,Kansas,KS,39.0394,-94.6097,24042,36,4111,17.1%,23008,95.7%,433,1.8%,168,0.7%,168,0.7%,2236,9.3%,4183,17.4%
20,093,Kearny,Kansas,KS,37.9819,-101.1331,4516,5,443,9.8%,4394,97.3%,27,0.6%,54,1.2%,18,0.4%,1255,27.8%,NA,NA
20,095,Kingman,Kansas,KS,37.7189,-97.848,8165,9,833,10.2%,7985,97.8%,24,0.3%,49,0.6%,49,0.6%,139,1.7%,2523,30.9%
20,097,Kiowa,Kansas,KS,37.6173,-99.0287,1422,1,146,10.3%,1389,97.7%,9,0.6%,21,1.5%,4,0.3%,46,3.2%,NA,NA
20,099,Labette,Kansas,KS,37.347,-95.0926,22169,34,3059,13.8%,20063,90.5%,1108,5.0%,443,2.0%,89,0.4%,687,3.1%,6185,27.9%
20,101,Lane,Kansas,KS,38.6156,-100.3101,1894,3,161,8.5%,1871,98.8%,0,0.0%,2,0.1%,2,0.1%,38,2.0%,NA,NA
20,103,Leavenworth,Kansas,KS,39.3806,-94.8952,73113,158,6068,8.3%,63023,86.2%,7165,9.8%,585,0.8%,1024,1.4%,2632,3.6%,15208,20.8%
20,105,Lincoln,Kansas,KS,39.1892,-97.9755,14262,25,3337,23.4%,9427,66.1%,4692,32.9%,57,0.4%,14,0.1%,257,1.8%,1968,13.8%
20,107,Linn,Kansas,KS,38.3758,-94.6931,198903,277,15514,7.8%,186372,93.7%,5967,3.0%,398,0.2%,3182,1.6%,2984,1.5%,50521,25.4%
20,109,Logan,Kansas,KS,39.1234,-100.8449,22944,32,3763,16.4%,21957,95.7%,298,1.3%,161,0.7%,184,0.8%,367,1.6%,NA,NA
20,111,Lyon,Kansas,KS,38.6552,-95.9566,11750,20,858,7.3%,11644,99.1%,35,0.3%,12,0.1%,24,0.2%,59,0.5%,2867,24.4%
20,115,Marion,Kansas,KS,38.5979,-96.8878,30154,41,5066,16.8%,28646,95.0%,1176,3.9%,90,0.3%,60,0.2%,452,1.5%,6272,20.8%
20,117,Marshall,Kansas,KS,39.9967,-96.2566,85634,151,13016,15.2%,82722,96.6%,1370,1.6%,428,0.5%,343,0.4%,7279,8.5%,24663,28.8%
20,113,McPherson,Kansas,KS,38.5773,-97.4274,29523,33,2362,8.0%,28755,97.4%,295,1.0%,89,0.3%,118,0.4%,679,2.3%,6908,23.4%
20,119,Meade,Kansas,KS,37.3826,-100.1957,4625,5,467,10.1%,4528,97.9%,23,0.5%,28,0.6%,23,0.5%,606,13.1%,NA,NA
20,121,Miami,Kansas,KS,38.7237,-94.677,35620,95,3562,10.0%,33697,94.6%,1069,3.0%,356,1.0%,107,0.3%,534,1.5%,9724,27.3%
20,123,Mitchell,Kansas,KS,39.5426,-97.934,23791,46,5305,22.3%,12300,51.7%,11206,47.1%,71,0.3%,119,0.5%,619,2.6%,3973,16.7%
20,125,Montgomery,Kansas,KS,37.327,-95.554,221619,281,39891,18.0%,99950,45.1%,116350,52.5%,443,0.2%,2659,1.2%,3103,1.4%,62053,28.0%
20,127,Morris,Kansas,KS,38.8681,-96.3676,6049,9,575,9.5%,5964,98.6%,18,0.3%,24,0.4%,18,0.3%,218,3.6%,1210,20.0%
20,129,Morton,Kansas,KS,37.2653,-101.6318,3196,4,313,9.8%,3091,96.7%,10,0.3%,45,1.4%,38,1.2%,451,14.1%,NA,NA
20,131,Nemaha,Kansas,KS,39.9614,-95.7917,10443,15,950,9.1%,10276,98.4%,52,0.5%,52,0.5%,10,0.1%,84,0.8%,2287,21.9%
20,133,Neosho,Kansas,KS,37.6897,-95.144,16529,29,2149,13.0%,15901,96.2%,182,1.1%,132,0.8%,66,0.4%,463,2.8%,4083,24.7%
20,135,Ness,Kansas,KS,38.6426,-99.6927,3009,3,274,9.1%,2985,99.2%,3,0.1%,6,0.2%,3,0.1%,78,2.6%,NA,NA
20,137,Norton,Kansas,KS,39.8913,-99.7097,5664,6,600,10.6%,5347,94.4%,244,4.3%,28,0.5%,40,0.7%,142,2.5%,867,15.3%
20,139,Osage,Kansas,KS,38.8192,-95.5266,17150,24,1629,9.5%,16756,97.7%,51,0.3%,120,0.7%,51,0.3%,257,1.5%,5248,30.6%
20,141,Osborne,Kansas,KS,39.5639,-98.5476,4050,5,470,11.6%,4005,98.9%,4,0.1%,8,0.2%,16,0.4%,16,0.4%,713,17.6%
20,143,Ottawa,Kansas,KS,39.2745,-97.4628,6123,8,490,8.0%,6007,98.1%,37,0.6%,31,0.5%,12,0.2%,122,2.0%,1506,24.6%
20,145,Pawnee,Kansas,KS,38.1954,-99.1013,6739,9,762,11.3%,6247,92.7%,357,5.3%,74,1.1%,47,0.7%,310,4.6%,1806,26.8%
20,147,Phillips,Kansas,KS,39.9928,-99.1196,24107,35,6846,28.4%,8992,37.3%,14802,61.4%,48,0.2%,121,0.5%,362,1.5%,NA,NA
20,149,Pottawatomie,Kansas,KS,39.5247,-96.0572,19129,23,1741,9.1%,18555,97.0%,153,0.8%,115,0.6%,96,0.5%,497,2.6%,3730,19.5%
20,151,Pratt,Kansas,KS,37.8047,-98.5545,9496,13,997,10.5%,9249,97.4%,114,1.2%,28,0.3%,47,0.5%,437,4.6%,2137,22.5%
20,153,Rawlins,Kansas,KS,39.9088,-100.7861,2672,2,297,11.1%,2643,98.9%,11,0.4%,8,0.3%,3,0.1%,27,1.0%,NA,NA
20,155,Reno,Kansas,KS,38.1489,-97.7704,63558,51,7945,12.5%,60126,94.6%,1843,2.9%,445,0.7%,381,0.6%,3941,6.2%,16017,25.2%
20,157,Republic,Kansas,KS,39.9598,-97.4268,5164,7,558,10.8%,5097,98.7%,21,0.4%,21,0.4%,10,0.2%,57,1.1%,754,14.6%
20,159,Rice,Kansas,KS,38.517,-98.0148,10452,14,1223,11.7%,10128,96.9%,125,1.2%,73,0.7%,73,0.7%,721,6.9%,2529,24.2%
20,161,Riley,Kansas,KS,39.429,-96.6053,62826,103,8921,14.2%,54470,86.7%,4335,6.9%,377,0.6%,2325,3.7%,2890,4.6%,9235,14.7%
20,163,Rooks,Kansas,KS,39.4539,-99.0981,5351,6,589,11.0%,5244,98.0%,70,1.3%,27,0.5%,11,0.2%,64,1.2%,931,17.4%
20,165,Rush,Kansas,KS,38.6545,-99.0534,17823,44,1533,8.6%,17484,98.1%,143,0.8%,18,0.1%,107,0.6%,107,0.6%,NA,NA
20,167,Russell,Kansas,KS,39.12,-98.5376,49326,77,9175,18.6%,27672,56.1%,20766,42.1%,148,0.3%,296,0.6%,1036,2.1%,11049,22.4%
20,169,Saline,Kansas,KS,38.8983,-97.4266,91188,126,8572,9.4%,86446,94.8%,2918,3.2%,456,0.5%,638,0.7%,1824,2.0%,19788,21.7%
20,171,Scott,Kansas,KS,38.4847,-100.7171,11150,12,2107,18.9%,10637,95.4%,56,0.5%,134,1.2%,223,2.0%,781,7.0%,2754,24.7%
20,173,Sedgwick,Kansas,KS,37.8867,-97.2053,2529,5,281,11.1%,2478,98.0%,15,0.6%,0,0.0%,28,1.1%,344,13.6%,620,24.5%
20,175,Seward,Kansas,KS,37.2046,-100.7015,23274,36,3212,13.8%,21296,91.5%,908,3.9%,186,0.8%,721,3.1%,11637,50.0%,4934,21.2%
20,177,Shawnee,Kansas,KS,39.1675,-95.5397,172365,313,18788,10.9%,148234,86.0%,15685,9.1%,2413,1.4%,2068,1.2%,13962,8.1%,44815,26.0%
20,179,Sheridan,Kansas,KS,39.5416,-100.1637,2591,3,264,10.2%,2573,99.3%,5,0.2%,5,0.2%,5,0.2%,47,1.8%,NA,NA
20,181,Sherman,Kansas,KS,39.349,-101.5404,6153,6,800,13.0%,6061,98.5%,31,0.5%,18,0.3%,25,0.4%,517,8.4%,NA,NA
20,183,Smith,Kansas,KS,39.8102,-98.5574,4121,5,424,10.3%,4080,99.0%,8,0.2%,8,0.2%,12,0.3%,37,0.9%,NA,NA
20,185,Stafford,Kansas,KS,38.1778,-98.5995,4488,6,561,12.5%,4425,98.6%,9,0.2%,13,0.3%,9,0.2%,323,7.2%,776,17.3%
20,187,Stanton,Kansas,KS,37.5706,-101.5616,2245,3,245,10.9%,2193,97.7%,7,0.3%,38,1.7%,4,0.2%,667,29.7%,NA,NA
20,189,Stevens,Kansas,KS,37.3249,-101.2069,5412,7,552,10.2%,5255,97.1%,60,1.1%,60,1.1%,22,0.4%,1380,25.5%,606,11.2%
20,191,Sumner,Kansas,KS,37.4787,-97.1428,24797,21,2628,10.6%,23954,96.6%,248,1.0%,198,0.8%,50,0.2%,868,3.5%,7365,29.7%
20,193,Thomas,Kansas,KS,39.4705,-100.7242,44692,82,7553,16.9%,26994,60.4%,17072,38.2%,89,0.2%,223,0.5%,804,1.8%,6793,15.2%
20,195,Trego,Kansas,KS,39.0373,-99.7323,3050,3,351,11.5%,2998,98.3%,12,0.4%,6,0.2%,21,0.7%,27,0.9%,NA,NA
20,197,Wabaunsee,Kansas,KS,39.1461,-95.9628,6919,9,519,7.5%,6794,98.2%,35,0.5%,35,0.5%,21,0.3%,152,2.2%,1647,23.8%
20,199,Wallace,Kansas,KS,38.9127,-101.593,1573,2,208,13.2%,1542,98.0%,14,0.9%,14,0.9%,3,0.2%,98,6.2%,NA,NA
20,201,Washington,Kansas,KS,39.9874,-96.8733,17773,16,3004,16.9%,11730,66.0%,4692,26.4%,1191,6.7%,18,0.1%,160,0.9%,3910,22.0%
20,203,Wichita,Kansas,KS,38.4891,-101.22,2309,3,266,11.5%,2274,98.5%,5,0.2%,23,1.0%,0,0.0%,483,20.9%,NA,NA
20,205,Wilson,Kansas,KS,37.7092,-95.5864,9834,17,1278,13.0%,9568,97.3%,59,0.6%,98,1.0%,39,0.4%,197,2.0%,3068,31.2%
20,207,Woodson,Kansas,KS,38.0058,-95.5375,3572,7,450,12.6%,3493,97.8%,32,0.9%,39,1.1%,4,0.1%,57,1.6%,NA,NA
20,209,Wyandotte,Kansas,KS,39.1889,-94.7443,155750,1029,25076,16.1%,106377,68.3%,42053,27.0%,1246,0.8%,2804,1.8%,32708,21.0%,42676,27.4%
21,001,Adair,Kentucky,KY,37.2428,-85.1894,7859,14,668,8.5%,7796,99.2%,8,0.1%,0,0.0%,39,0.5%,63,0.8%,2146,27.3%
21,003,Allen,Kentucky,KY,36.7956,-86.1966,344006,523,35089,10.2%,290341,84.4%,40249,11.7%,1376,0.4%,6192,1.8%,17888,5.2%,110082,32.0%
