State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Lat,Long,Population_Size,Population_Density,Pop In Poverty,Pop In Poverty %,White Pop,White Pop%,Black Pop,Black Pop%,Native_American Pop,Native_American Pop%,Asian Pop,Asian Pop %,Hispanic Pop,Hispanic Pop%,Obesity Pop,Obesity Pop %
31,175,Valley,Nebraska,NE,41.6802,-98.7726,8332,2,808,9.7%,8182,98.2%,17,0.2%,58,0.7%,33,0.4%,233,2.8%,2133,25.6%
31,177,Washington,Nebraska,NE,41.674,-96.0262,17773,16,3004,16.9%,11730,66.0%,4692,26.4%,1191,6.7%,18,0.1%,160,0.9%,5048,28.4%
31,179,Wayne,Nebraska,NE,42.3348,-97.01,28390,44,4968,17.5%,22258,78.4%,5735,20.2%,57,0.2%,170,0.6%,1249,4.4%,6047,21.3%
31,181,Webster,Nebraska,NE,40.3329,-98.3288,2289,11,394,17.2%,1211,52.9%,1076,47.0%,0,0.0%,0,0.0%,98,4.3%,460,20.1%
31,183,Wheeler,Nebraska,NE,41.8839,-98.5527,6706,23,1609,24.0%,4386,65.4%,2253,33.6%,47,0.7%,7,0.1%,308,4.6%,NA,NA
31,185,York,Nebraska,NE,41.0284,-97.4011,202315,204,16792,8.3%,197459,97.6%,1012,0.5%,405,0.2%,1821,0.9%,2023,1.0%,58671,29.0%
32,001,Churchill,Nevada,NV,39.8013,-117.879,24556,5,2554,10.4%,21609,88.0%,393,1.6%,1228,5.0%,786,3.2%,2406,9.8%,5132,20.9%
32,003,Clark,Nevada,NV,36.8035,-114.1221,22916,26,3942,17.2%,17256,75.3%,5110,22.3%,115,0.5%,252,1.1%,894,3.9%,4950,21.6%
32,005,Douglas,Nevada,NV,39.0986,-119.5427,249416,297,5487,2.2%,231458,92.8%,3741,1.5%,1247,0.5%,8730,3.5%,15963,6.4%,38909,15.6%
32,007,Elko,Nevada,NV,41.9797,-114.0783,45570,3,4466,9.8%,41651,91.4%,410,0.9%,2552,5.6%,456,1.0%,9843,21.6%,10572,23.2%
32,009,Esmeralda,Nevada,NV,37.7578,-117.2378,787,0,93,11.8%,733,93.1%,1,0.1%,45,5.7%,2,0.3%,92,11.7%,NA,NA
32,011,Eureka,Nevada,NV,40.7088,-115.9668,1428,0,151,10.6%,1368,95.8%,6,0.4%,14,1.0%,19,1.3%,181,12.7%,NA,NA
32,013,Humboldt,Nevada,NV,41.9909,-117.131,128376,36,20027,15.6%,112329,87.5%,1412,1.1%,6932,5.4%,2696,2.1%,9500,7.4%,28371,22.1%
32,015,Lander,Nevada,NV,40.6379,-116.7326,5114,1,537,10.5%,4802,93.9%,26,0.5%,240,4.7%,20,0.4%,864,16.9%,1197,23.4%
32,017,Lincoln,Nevada,NV,37.9771,-114.1261,14262,25,3337,23.4%,9427,66.1%,4692,32.9%,57,0.4%,14,0.1%,257,1.8%,3779,26.5%
32,019,Lyon,Nevada,NV,39.5612,-119.1101,11750,20,858,7.3%,11644,99.1%,35,0.3%,12,0.1%,24,0.2%,59,0.5%,2644,22.5%
32,021,Mineral,Nevada,NV,38.9366,-118.1116,932,1,89,9.5%,925,99.2%,0,0.0%,3,0.3%,0,0.0%,18,1.9%,281,30.2%
32,023,Nye,Nevada,NV,38.9483,-115.0211,40477,2,5019,12.4%,37684,93.1%,688,1.7%,729,1.8%,607,1.5%,4412,10.9%,11212,27.7%
32,027,Pershing,Nevada,NV,40.7966,-118.0157,6360,1,846,13.3%,5692,89.5%,369,5.8%,191,3.0%,64,1.0%,1266,19.9%,1889,29.7%
32,029,Storey,Nevada,NV,39.3074,-119.6484,4074,15,212,5.2%,3891,95.5%,12,0.3%,53,1.3%,77,1.9%,281,6.9%,NA,NA
32,031,Washoe,Nevada,NV,41.5921,-119.2901,389872,61,38987,10.0%,342308,87.8%,9357,2.4%,7797,2.0%,21443,5.5%,76805,19.7%,70177,18.0%
32,033,White Pine,Nevada,NV,39.9005,-114.1233,8994,1,1187,13.2%,8113,90.2%,405,4.5%,315,3.5%,99,1.1%,1025,11.4%,1925,21.4%
33,001,Belknap,New Hampshire,NH,43.6662,-71.2216,61547,153,4493,7.3%,60070,97.6%,308,0.5%,185,0.3%,492,0.8%,492,0.8%,12186,19.8%
33,003,Carroll,New Hampshire,NH,44.1101,-71.0231,26999,43,4158,15.4%,26270,97.3%,81,0.3%,189,0.7%,189,0.7%,3645,13.5%,4401,16.3%
33,005,Cheshire,New Hampshire,NH,43.1469,-72.0228,77287,109,5565,7.2%,75509,97.7%,464,0.6%,232,0.3%,541,0.7%,773,1.0%,16462,21.3%
33,007,Coos,New Hampshire,NH,44.9906,-71.185,33655,19,3265,9.7%,33049,98.2%,101,0.3%,101,0.3%,135,0.4%,303,0.9%,7943,23.6%
33,009,Grafton,New Hampshire,NH,44.3211,-71.6335,84708,49,6099,7.2%,81235,95.9%,593,0.7%,254,0.3%,1694,2.0%,1101,1.3%,17280,20.4%
33,011,Hillsborough,New Hampshire,NH,43.0378,-71.4315,1132152,1077,147180,13.0%,891004,78.7%,184541,16.3%,5661,0.5%,33965,3.0%,236620,20.9%,232091,20.5%
33,013,Merrimack,New Hampshire,NH,43.4499,-71.3322,146881,157,9254,6.3%,142181,96.8%,1028,0.7%,441,0.3%,1763,1.2%,1909,1.3%,29376,20.0%
33,015,Rockingham,New Hampshire,NH,43.0754,-70.7656,295076,425,13278,4.5%,285634,96.8%,2361,0.8%,590,0.2%,4426,1.5%,5016,1.7%,62261,21.1%
33,017,Strafford,New Hampshire,NH,43.5037,-70.8845,119015,323,10116,8.5%,114254,96.0%,1071,0.9%,357,0.3%,2142,1.8%,1547,1.3%,24041,20.2%
33,019,Sullivan,New Hampshire,NH,43.5343,-72.0673,21763,49,2568,11.8%,20588,94.6%,979,4.5%,65,0.3%,44,0.2%,196,0.9%,4744,21.8%
34,001,Atlantic,New Jersey,NJ,39.6572,-74.3787,271015,483,29270,10.8%,200551,74.0%,48512,17.9%,813,0.3%,17345,6.4%,37129,13.7%,69922,25.8%
34,003,Bergen,New Jersey,NJ,41.0887,-73.9199,902561,3854,55056,6.1%,714828,79.2%,53251,5.9%,1805,0.2%,122748,13.6%,118235,13.1%,146215,16.2%
34,005,Burlington,New Jersey,NJ,40.1534,-74.5349,450743,560,26143,5.8%,349777,77.6%,74823,16.6%,901,0.2%,16677,3.7%,21636,4.8%,98262,21.8%
34,007,Camden,New Jersey,NJ,40.8184,-74.8491,45759,73,4942,10.8%,34594,75.6%,9426,20.6%,320,0.7%,641,1.4%,1464,3.2%,11028,24.1%
34,009,Cape May,New Jersey,NJ,39.2682,-74.6019,99286,389,9531,9.6%,92634,93.3%,4964,5.0%,199,0.2%,794,0.8%,3872,3.9%,19758,19.9%
34,011,Cumberland,New Jersey,NJ,39.5015,-74.9874,10973,32,1108,10.1%,10863,99.0%,33,0.3%,22,0.2%,22,0.2%,66,0.6%,2688,24.5%
34,013,Essex,New Jersey,NJ,40.8629,-74.1725,738301,1475,71615,9.7%,660041,89.4%,38392,5.2%,2215,0.3%,22887,3.1%,97456,13.2%,186052,25.2%
34,015,Gloucester,New Jersey,NJ,39.8705,-74.9661,276910,853,18553,6.7%,240635,86.9%,27414,9.9%,554,0.2%,5538,2.0%,8584,3.1%,62028,22.4%
34,017,Hudson,New Jersey,NJ,40.8043,-74.0047,603521,12926,90528,15.0%,429103,71.1%,91132,15.1%,3621,0.6%,66991,11.1%,242012,40.1%,127946,21.2%
34,019,Hunterdon,New Jersey,NJ,40.7193,-74.7377,130404,303,4564,3.5%,121797,93.4%,3651,2.8%,261,0.2%,3912,3.0%,4695,3.6%,20343,15.6%
34,021,Mercer,New Jersey,NJ,40.3893,-74.4917,16912,30,1471,8.7%,16726,98.9%,85,0.5%,17,0.1%,34,0.2%,237,1.4%,3332,19.7%
34,023,Middlesex,New Jersey,NJ,40.5929,-74.2284,163214,442,8324,5.1%,149830,91.8%,7671,4.7%,326,0.2%,3427,2.1%,5712,3.5%,31174,19.1%
34,025,Monmouth,New Jersey,NJ,40.4469,-73.9769,635952,1348,41337,6.5%,545647,85.8%,51512,8.1%,1272,0.2%,31162,4.9%,47696,7.5%,108748,17.1%
34,027,Morris,New Jersey,NJ,41.0173,-74.2957,6049,9,575,9.5%,5964,98.6%,18,0.3%,24,0.4%,18,0.3%,218,3.6%,986,16.3%
34,029,Ocean,New Jersey,NJ,40.1584,-74.0456,558341,878,45226,8.1%,524841,94.0%,18984,3.4%,1117,0.2%,8933,1.6%,34617,6.2%,127302,22.8%
34,031,Passaic,New Jersey,NJ,41.1818,-74.1282,499060,2693,62882,12.6%,389766,78.1%,76356,15.3%,3493,0.7%,22957,4.6%,166187,33.3%,104803,21.0%
34,033,Salem,New Jersey,NJ,39.7612,-75.1593,66346,196,6170,9.3%,54868,82.7%,10018,15.1%,265,0.4%,531,0.8%,3118,4.7%,17781,26.8%
34,035,Somerset,New Jersey,NJ,40.7268,-74.4386,51667,13,7388,14.3%,50685,98.1%,155,0.3%,207,0.4%,258,0.5%,258,0.5%,8835,17.1%
34,037,Sussex,New Jersey,NJ,41.2751,-74.4643,176548,188,17655,10.0%,147418,83.5%,24893,14.1%,1059,0.6%,1589,0.9%,10240,5.8%,39723,22.5%
34,039,Union,New Jersey,NJ,40.7154,-74.1912,44186,43,7821,17.7%,28853,65.3%,14581,33.0%,88,0.2%,265,0.6%,751,1.7%,9147,20.7%
34,041,Warren,New Jersey,NJ,40.9881,-74.8116,6101,21,1226,20.1%,2501,41.0%,3569,58.5%,12,0.2%,12,0.2%,67,1.1%,1495,24.5%
35,001,Bernalillo,New Mexico,NM,36.7103,-106.2328,603562,518,89327,14.8%,528720,87.6%,19918,3.3%,29575,4.9%,13882,2.3%,262549,43.5%,105623,17.5%
35,003,Catron,New Mexico,NM,34.3415,-107.8425,3409,0,644,18.9%,3252,95.4%,17,0.5%,89,2.6%,27,0.8%,658,19.3%,549,16.1%
35,005,Chaves,New Mexico,NM,33.7368,-103.9714,61860,10,13176,21.3%,58272,94.2%,1608,2.6%,804,1.3%,557,0.9%,28765,46.5%,14908,24.1%
35,006,Cibola,New Mexico,NM,35.3317,-107.3296,27620,6,5883,21.3%,15384,55.7%,414,1.5%,11462,41.5%,138,0.5%,9170,33.2%,7347,26.6%
35,007,Colfax,New Mexico,NM,36.885,-104.2589,10433,25,991,9.5%,10245,98.2%,10,0.1%,42,0.4%,104,1.0%,3297,31.6%,2128,20.4%
35,009,Curry,New Mexico,NM,34.8218,-103.0513,45846,33,8573,18.7%,39428,86.0%,3393,7.4%,688,1.5%,1192,2.6%,15267,33.3%,10270,22.4%
35,011,De Baca,New Mexico,NM,34.6186,-104.0091,2016,1,359,17.8%,1982,98.3%,4,0.2%,22,1.1%,4,0.2%,704,34.9%,NA,NA
35,015,Eddy,New Mexico,NM,32.8479,-103.9781,51437,12,9001,17.5%,48865,95.0%,977,1.9%,772,1.5%,411,0.8%,20986,40.8%,15380,29.9%
35,017,Grant,New Mexico,NM,33.122,-107.8864,17348,27,1891,10.9%,16619,95.8%,538,3.1%,87,0.5%,35,0.2%,295,1.7%,3504,20.2%
35,019,Guadalupe,New Mexico,NM,35.1948,-104.2716,4369,1,913,20.9%,4203,96.2%,66,1.5%,57,1.3%,44,1.0%,3460,79.2%,878,20.1%
35,021,Harding,New Mexico,NM,36.1303,-103.6872,740,0,97,13.1%,723,97.7%,3,0.4%,13,1.8%,0,0.0%,318,43.0%,NA,NA
35,023,Hidalgo,New Mexico,NM,32.6889,-108.5363,5139,1,1213,23.6%,5021,97.7%,31,0.6%,46,0.9%,36,0.7%,2868,55.8%,1280,24.9%
35,025,Lea,New Mexico,NM,33.5123,-103.1078,56719,13,10550,18.6%,52238,92.1%,2893,5.1%,681,1.2%,340,0.6%,25070,44.2%,15598,27.5%
35,027,Lincoln,New Mexico,NM,34.2501,-104.9,14262,25,3337,23.4%,9427,66.1%,4692,32.9%,57,0.4%,14,0.1%,257,1.8%,2225,15.6%
35,028,Los Alamos,New Mexico,NM,35.8926,-106.2067,18822,172,565,3.0%,17316,92.0%,113,0.6%,151,0.8%,922,4.9%,2485,13.2%,2409,12.8%
35,029,Luna,New Mexico,NM,32.5729,-107.4495,26498,9,6942,26.2%,25385,95.8%,477,1.8%,318,1.2%,132,0.5%,15713,59.3%,6704,25.3%
35,031,McKinley,New Mexico,NM,35.9453,-107.6161,71918,13,22007,30.6%,14815,20.6%,432,0.6%,55233,76.8%,432,0.6%,8127,11.3%,19274,26.8%
35,033,Mora,New Mexico,NM,36.1756,-104.6867,5107,3,1083,21.2%,5005,98.0%,20,0.4%,71,1.4%,10,0.2%,4019,78.7%,1052,20.6%
35,035,Otero,New Mexico,NM,33.3215,-105.3867,19495,15,3470,17.8%,18540,95.1%,214,1.1%,312,1.6%,195,1.0%,7369,37.8%,4835,24.8%
35,037,Quay,New Mexico,NM,35.6068,-103.1043,9259,3,1963,21.2%,8842,95.5%,102,1.1%,148,1.6%,148,1.6%,3528,38.1%,2296,24.8%
35,039,Rio Arriba,New Mexico,NM,36.9883,-105.7834,40828,7,7308,17.9%,33806,82.8%,286,0.7%,6328,15.5%,204,0.5%,29192,71.5%,8043,19.7%
35,041,Roosevelt,New Mexico,NM,34.4509,-103.107,10524,4,2757,26.2%,4020,38.2%,21,0.2%,6230,59.2%,63,0.6%,210,2.0%,2157,20.5%
35,045,San Juan,New Mexico,NM,36.9296,-107.7045,577,1,77,13.4%,566,98.1%,0,0.0%,7,1.2%,4,0.7%,51,8.8%,129,22.3%
35,047,San Miguel,New Mexico,NM,35.812,-104.2085,7213,6,628,8.7%,7025,97.4%,22,0.3%,58,0.8%,87,1.2%,628,8.7%,1551,21.5%
35,043,Sandoval,New Mexico,NM,36.1947,-106.32,107460,29,12895,12.0%,85323,79.4%,2364,2.2%,16656,15.5%,1397,1.3%,33528,31.2%,24608,22.9%
35,049,Santa Fe,New Mexico,NM,35.9939,-105.7629,140855,74,17325,12.3%,130713,92.8%,1549,1.1%,4930,3.5%,1690,1.2%,69019,49.0%,20706,14.7%
35,051,Sierra,New Mexico,NM,33.397,-107.0022,3434,4,316,9.2%,3328,96.9%,10,0.3%,62,1.8%,3,0.1%,288,8.4%,838,24.4%
35,053,Socorro,New Mexico,NM,34.5147,-105.9944,18148,3,4555,25.1%,15190,83.7%,200,1.1%,2250,12.4%,327,1.8%,8457,46.6%,3593,19.8%
35,055,Taos,New Mexico,NM,36.9786,-105.4067,31722,14,6154,19.4%,28772,90.7%,222,0.7%,2252,7.1%,222,0.7%,17447,55.0%,5615,17.7%
35,057,Torrance,New Mexico,NM,35.0095,-105.3807,17501,5,3763,21.5%,16223,92.7%,525,3.0%,438,2.5%,88,0.5%,6668,38.1%,4410,25.2%
35,059,Union,New Mexico,NM,36.8483,-103.1305,44186,43,7821,17.7%,28853,65.3%,14581,33.0%,88,0.2%,265,0.6%,751,1.7%,6849,15.5%
35,061,Valencia,New Mexico,NM,34.955,-106.5701,69417,65,11523,16.6%,64002,92.2%,1250,1.8%,2707,3.9%,555,0.8%,38179,55.0%,15272,22.0%
36,001,Albany,New York,NY,42.7732,-73.6925,297414,568,32121,10.8%,245069,82.4%,35987,12.1%,595,0.2%,11302,3.8%,10409,3.5%,59483,20.0%
36,003,Allegany,New York,NY,42.4669,-77.7386,73639,173,9941,13.5%,68263,92.7%,4418,6.0%,74,0.1%,442,0.6%,736,1.0%,NA,NA
36,005,Bronx,New York,NY,40.8501,-73.8662,1357589,32300,363834,26.8%,673364,49.6%,576975,42.5%,16291,1.2%,54304,4.0%,672007,49.5%,331252,24.4%
36,007,Broome,New York,NY,42.3491,-75.4224,196947,279,25406,12.9%,179025,90.9%,8075,4.1%,394,0.2%,6696,3.4%,4530,2.3%,45692,23.2%
36,009,Cattaraugus,New York,NY,42.5242,-78.3373,82502,63,11220,13.6%,78212,94.8%,1073,1.3%,2063,2.5%,495,0.6%,908,1.1%,16418,19.9%
36,011,Cayuga,New York,NY,43.3262,-76.422,81454,118,9449,11.6%,76893,94.4%,3340,4.1%,244,0.3%,326,0.4%,1711,2.1%,19223,23.6%
36,013,Chautauqua,New York,NY,42.5608,-79.0982,4109,6,567,13.8%,3895,94.8%,16,0.4%,148,3.6%,0,0.0%,70,1.7%,1060,25.8%
36,015,Chemung,New York,NY,42.2681,-76.5542,89512,219,12084,13.5%,81903,91.5%,5460,6.1%,269,0.3%,895,1.0%,1790,2.0%,24974,27.9%
36,017,Chenango,New York,NY,42.6869,-75.3353,51755,58,6987,13.5%,50668,97.9%,518,1.0%,104,0.2%,207,0.4%,828,1.6%,17597,34.0%
36,019,Clinton,New York,NY,44.9933,-73.3633,36095,76,2671,7.4%,34326,95.1%,1444,4.0%,72,0.2%,144,0.4%,722,2.0%,7941,22.0%
36,021,Columbia,New York,NY,42.4484,-73.5247,24695,32,5013,20.3%,15385,62.3%,9038,36.6%,74,0.3%,99,0.4%,395,1.6%,6174,25.0%
36,023,Cortland,New York,NY,42.6372,-76.0351,48622,97,6515,13.4%,47163,97.0%,632,1.3%,97,0.2%,292,0.6%,827,1.7%,8412,17.3%
36,025,Delaware,New York,NY,42.4459,-74.5335,116362,296,15593,13.4%,106006,91.1%,7913,6.8%,233,0.2%,1047,0.9%,1396,1.2%,30952,26.6%
36,027,Dutchess,New York,NY,42.0587,-73.5112,294849,368,23588,8.0%,250622,85.0%,30075,10.2%,885,0.3%,9435,3.2%,23293,7.9%,61329,20.8%
36,029,Erie,New York,NY,43.0564,-78.4946,930703,891,120991,13.0%,772483,83.0%,126576,13.6%,5584,0.6%,16753,1.8%,32575,3.5%,222438,23.9%
36,031,Essex,New York,NY,44.5281,-73.3782,738301,1475,71615,9.7%,660041,89.4%,38392,5.2%,2215,0.3%,22887,3.1%,97456,13.2%,120343,16.3%
36,033,Franklin,New York,NY,44.9739,-74.0568,30737,48,5348,17.4%,28924,94.1%,1291,4.2%,123,0.4%,184,0.6%,3289,10.7%,7531,24.5%
36,035,Fulton,New York,NY,43.2239,-74.1702,11934,19,2172,18.2%,11707,98.1%,36,0.3%,72,0.6%,24,0.2%,84,0.7%,2446,20.5%
36,037,Genesee,New York,NY,43.0825,-77.9425,443883,694,59036,13.3%,340014,76.6%,88777,20.0%,2219,0.5%,3995,0.9%,10209,2.3%,76792,17.3%
36,039,Greene,New York,NY,42.4132,-73.808,9661,15,2406,24.9%,1923,19.9%,7700,79.7%,10,0.1%,19,0.2%,68,0.7%,1961,20.3%
36,041,Hamilton,New York,NY,44.0809,-74.2979,13983,27,3048,21.8%,8739,62.5%,5104,36.5%,70,0.5%,56,0.4%,1161,8.3%,NA,NA
36,043,Herkimer,New York,NY,43.9376,-74.7749,63780,45,7909,12.4%,62249,97.6%,574,0.9%,128,0.2%,383,0.6%,829,1.3%,15052,23.6%
36,045,Jefferson,New York,NY,44.34,-75.4999,657229,591,94641,14.4%,373306,56.8%,270778,41.2%,1314,0.2%,7230,1.1%,15116,2.3%,170222,25.9%
36,047,Kings,New York,NY,40.6501,-73.9496,143420,103,26102,18.2%,120903,84.3%,12191,8.5%,2868,2.0%,5020,3.5%,66834,46.6%,32987,23.0%
36,049,Lewis,New York,NY,44.1532,-75.3211,3750,8,461,12.3%,3533,94.2%,15,0.4%,169,4.5%,23,0.6%,98,2.6%,1039,27.7%
36,051,Livingston,New York,NY,42.9755,-77.6074,39186,38,3801,9.7%,36678,93.6%,2116,5.4%,78,0.2%,118,0.3%,1097,2.8%,7876,20.1%
36,053,Madison,New York,NY,43.1545,-75.2527,298192,370,32503,10.9%,213804,71.7%,70075,23.5%,2386,0.8%,6262,2.1%,6560,2.2%,83792,28.1%
36,055,Monroe,New York,NY,43.3023,-77.4225,23733,23,4201,17.7%,13528,57.0%,9731,41.0%,237,1.0%,71,0.3%,190,0.8%,5269,22.2%
36,057,Montgomery,New York,NY,43.001,-74.1545,221619,281,39891,18.0%,99950,45.1%,116350,52.5%,443,0.2%,2659,1.2%,3103,1.4%,52080,23.5%
36,059,Nassau,New York,NY,40.9077,-73.4357,64746,99,5762,8.9%,58595,90.5%,4856,7.5%,259,0.4%,453,0.7%,1295,2.0%,10748,16.6%
36,061,New York,New York,NY,40.7834,-73.9249,1593200,69390,296335,18.6%,1059478,66.5%,315454,19.8%,11152,0.7%,173659,10.9%,398300,25.0%,253319,15.9%
36,063,Niagara,New York,NY,43.3302,-78.4757,217008,415,24739,11.4%,196609,90.6%,14106,6.5%,2170,1.0%,1736,0.8%,3038,1.4%,55120,25.4%
36,065,Oneida,New York,NY,43.4813,-75.1514,4209,4,434,10.3%,4184,99.4%,4,0.1%,17,0.4%,4,0.1%,101,2.4%,888,21.1%
36,067,Onondaga,New York,NY,43.2344,-75.9818,458053,587,55424,12.1%,387971,84.7%,46721,10.2%,4122,0.9%,11451,2.5%,11909,2.6%,104436,22.8%
36,069,Ontario,New York,NY,43.0334,-76.9827,104461,162,8775,8.4%,99969,95.7%,2403,2.3%,209,0.2%,940,0.9%,2403,2.3%,20161,19.3%
36,071,Orange,New York,NY,41.6094,-73.9683,2988072,3785,316736,10.6%,2357589,78.9%,56773,1.9%,26893,0.9%,484068,16.2%,959171,32.1%,714149,23.9%
36,073,Orleans,New York,NY,43.3213,-78.0172,454863,2519,115990,25.5%,131001,28.8%,307033,67.5%,910,0.2%,10917,2.4%,13646,3.0%,124178,27.3%
36,075,Oswego,New York,NY,43.6434,-75.8847,123373,129,16038,13.0%,120289,97.5%,987,0.8%,493,0.4%,617,0.5%,1727,1.4%,32817,26.6%
36,077,Otsego,New York,NY,42.8537,-74.749,24665,48,2171,8.8%,24098,97.7%,99,0.4%,123,0.5%,123,0.5%,173,0.7%,5204,21.1%
36,079,Putnam,New York,NY,41.4747,-73.5483,73568,102,13757,18.7%,59369,80.7%,12801,17.4%,368,0.5%,515,0.7%,5444,7.4%,12654,17.2%
36,081,Queens,New York,NY,40.7498,-73.7976,2241600,20520,345206,15.4%,1235122,55.1%,472978,21.1%,15691,0.7%,470736,21.0%,576091,25.7%,383314,17.1%
36,083,Rensselaer,New York,NY,42.9009,-73.3401,155251,237,15215,9.8%,141123,90.9%,8694,5.6%,311,0.2%,3416,2.2%,3881,2.5%,35708,23.0%
36,085,Richmond,New York,NY,40.5834,-74.1496,195769,604,36413,18.6%,85551,43.7%,103170,52.7%,587,0.3%,3328,1.7%,5090,2.6%,44244,22.6%
36,087,Rockland,New York,NY,41.2862,-73.9057,292916,1681,28413,9.7%,234919,80.2%,34857,11.9%,879,0.3%,19040,6.5%,35443,12.1%,53018,18.1%
36,091,Saratoga,New York,NY,43.3095,-73.5808,214859,265,13536,6.3%,205835,95.8%,3223,1.5%,430,0.2%,3438,1.6%,3867,1.8%,43831,20.4%
36,093,Schenectady,New York,NY,42.8614,-73.8977,149078,723,17293,11.6%,128207,86.0%,12821,8.6%,447,0.3%,5069,3.4%,5665,3.8%,37568,25.2%
36,095,Schoharie,New York,NY,42.793,-74.2589,32277,52,3744,11.6%,31373,97.2%,452,1.4%,129,0.4%,161,0.5%,646,2.0%,5455,16.9%
36,097,Schuyler,New York,NY,42.4169,-76.7241,7073,16,672,9.5%,6995,98.9%,57,0.8%,0,0.0%,14,0.2%,57,0.8%,NA,NA
36,099,Seneca,New York,NY,42.9101,-76.7251,34855,107,3939,11.3%,32485,93.2%,1708,4.9%,70,0.2%,349,1.0%,976,2.8%,8086,23.2%
36,089,St. Lawrence,New York,NY,44.9292,-74.6594,111380,41,16930,15.2%,105922,95.1%,2785,2.5%,1002,0.9%,1002,0.9%,2116,1.9%,27845,25.0%
36,101,Steuben,New York,NY,42.5659,-77.0356,33773,109,2736,8.1%,33165,98.2%,236,0.7%,68,0.2%,135,0.4%,946,2.8%,8612,25.5%
36,103,Suffolk,New York,NY,41.2702,-71.9449,654428,11183,104054,15.9%,426033,65.1%,162953,24.9%,3272,0.5%,51045,7.8%,112562,17.2%,129577,19.8%
36,105,Sullivan,New York,NY,41.9403,-74.4437,21763,49,2568,11.8%,20588,94.6%,979,4.5%,65,0.3%,44,0.2%,196,0.9%,4918,22.6%
36,107,Tioga,New York,NY,42.2284,-76.1626,51475,99,4942,9.6%,50188,97.5%,412,0.8%,103,0.2%,412,0.8%,669,1.3%,11170,21.7%
36,109,Tompkins,New York,NY,42.5875,-76.2996,100018,210,12902,12.9%,84315,84.3%,3801,3.8%,300,0.3%,9702,9.7%,3501,3.5%,18803,18.8%
36,111,Ulster,New York,NY,42.1308,-73.9365,182693,162,19365,10.6%,165520,90.6%,11327,6.2%,548,0.3%,2923,1.6%,12240,6.7%,41471,22.7%
36,113,Warren,New York,NY,43.7363,-73.6459,6101,21,1226,20.1%,2501,41.0%,3569,58.5%,12,0.2%,12,0.2%,67,1.1%,1379,22.6%
36,115,Washington,New York,NY,43.5549,-73.2518,17773,16,3004,16.9%,11730,66.0%,4692,26.4%,1191,6.7%,18,0.1%,160,0.9%,4514,25.4%
36,117,Wayne,New York,NY,43.2734,-76.7225,28390,44,4968,17.5%,22258,78.4%,5735,20.2%,57,0.2%,170,0.6%,1249,4.4%,7069,24.9%
36,119,Westchester,New York,NY,41.3398,-73.5101,940807,2174,81850,8.7%,731948,77.8%,140180,14.9%,3763,0.4%,52685,5.6%,167464,17.8%,143003,15.2%
36,121,Wyoming,New York,NY,42.8641,-78.0064,42693,72,4269,10.0%,39747,93.1%,2476,5.8%,128,0.3%,213,0.5%,1323,3.1%,10972,25.7%
36,123,Yates,New York,NY,42.7607,-76.9571,24756,73,3169,12.8%,24434,98.7%,173,0.7%,0,0.0%,74,0.3%,297,1.2%,NA,NA
37,001,Alamance,North Carolina,NC,36.1868,-79.2751,140533,327,15880,11.3%,110318,78.5%,26561,18.9%,703,0.5%,1686,1.2%,13772,9.8%,35274,25.1%
37,003,Alexander,North Carolina,NC,35.9175,-81.047,8927,38,1982,22.2%,5704,63.9%,3107,34.8%,18,0.2%,45,0.5%,152,1.7%,2384,26.7%
37,005,Alleghany,North Carolina,NC,36.5035,-80.9854,10900,46,1711,15.7%,10671,97.9%,164,1.5%,33,0.3%,33,0.3%,850,7.8%,NA,NA
37,007,Anson,North Carolina,NC,35.1041,-79.9766,25499,48,4564,17.9%,12699,49.8%,12393,48.6%,153,0.6%,204,0.8%,306,1.2%,NA,NA
37,009,Ashe,North Carolina,NC,36.4989,-81.3804,25347,59,3549,14.0%,24941,98.4%,203,0.8%,101,0.4%,51,0.2%,786,3.1%,5247,20.7%
37,011,Avery,North Carolina,NC,36.2105,-81.8115,17641,71,2646,15.0%,16724,94.8%,688,3.9%,71,0.4%,88,0.5%,565,3.2%,2823,16.0%
37,013,Beaufort,North Carolina,NC,35.6829,-76.6005,46018,56,8007,17.4%,32719,71.1%,12885,28.0%,92,0.2%,138,0.3%,1749,3.8%,15554,33.8%
37,015,Bertie,North Carolina,NC,36.228,-76.7662,19480,28,4013,20.6%,7091,36.4%,12214,62.7%,97,0.5%,39,0.2%,234,1.2%,NA,NA
37,017,Bladen,North Carolina,NC,34.8427,-78.3109,32938,38,6324,19.2%,19862,60.3%,12121,36.8%,758,2.3%,99,0.3%,1647,5.0%,11133,33.8%
37,019,Brunswick,North Carolina,NC,34.3149,-77.9864,89162,104,11859,13.3%,76144,85.4%,11234,12.6%,713,0.8%,446,0.5%,3032,3.4%,23004,25.8%
37,021,Buncombe,North Carolina,NC,35.7609,-82.3001,218876,334,29329,13.4%,197426,90.2%,15978,7.3%,876,0.4%,2189,1.0%,8098,3.7%,47277,21.6%
37,023,Burke,North Carolina,NC,35.7569,-81.4211,23299,28,5056,21.7%,11184,48.0%,11859,50.9%,47,0.2%,93,0.4%,396,1.7%,6174,26.5%
